18, 18.1
18, 18.11
18, 18.07
18, 18.08
18, 18.07
18, 18.07
18, 18.06
18, 18.05
18, 18.05
18, 18.05
18, 18.05
18, 18.05
18, 18.05
18, 18.07
18, 18.07
18, 18.05
18, 18.05
18, 18.05
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.05
18, 18.05
18, 18.05
18, 18.06
18, 18.05
18, 18.06
18, 18.06
18, 18.06
18, 18.06
18, 18.05
18, 18.06
18, 18.05
18, 18.05
18, 18.05
18, 18.07
18, 18.06
18, 18.05
18, 18.05
18, 18.05
18, 18.04
18, 18.05
18, 18.05
18, 18.06
18, 18.05
18, 18.05
18, 18.06
18, 18.05
18, 18.04
18, 18.04
18, 18.05
18, 18.05
18, 18.05
18, 18.04
18, 18.05
18, 18.04
18, 18.04
18, 18.03
18, 18.04
18, 18.03
18, 18.03
18, 18.03
18, 18.03
18, 18.04
18, 18.04
18, 18.05
18, 18.05
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.04
18, 18.05
18, 18.05
18, 18.06
24, 24.34
24, 24.32
24, 24.31
24, 24.3
24, 24.29
24, 24.3
24, 24.28
24, 24.31
24, 24.31
24, 24.31
24, 24.3
24, 24.23
24, 24.22
24, 24.22
24, 24.21
24, 24.21
24, 24.21
24, 24.2
24, 24.25
24, 24.27
24, 24.26
24, 24.26
24, 24.26
24, 24.27
24, 24.27
24, 24.29
24, 24.28
24, 24.28
24, 24.22
24, 24.28
24, 24.28
24, 24.27
24, 24.29
24, 24.29
24, 24.28
24, 24.29
24, 24.23
24, 24.23
24, 24.24
24, 24.3
24, 24.24
24, 24.24
24, 24.24
24, 24.24
24, 24.24
24, 24.23
24, 24.23
24, 24.3
24, 24.23
24, 24.24
24, 24.25
24, 24.24
24, 24.3
24, 24.24
24, 24.24
24, 24.24
24, 24.23
24, 24.23
24, 24.29
24, 24.29
24, 24.3
24, 24.23
24, 24.22
24, 24.22
30, 30.13
30, 30.13
30, 30.11
30, 30.09
30, 30.12
30, 30.13
30, 30.01
30, 30.1
30, 30.09
30, 30.12
30, 30.13
30, 30.11
30, 30.12
30, 30.13
30, 30.12
30, 30.08
30, 30.11
30, 30.09
30, 30.11
30, 30.12
30, 30.12
30, 30.13
30, 30.15
30, 30.18
30, 30.19
30, 30.16
30, 30.2
30, 30.16
30, 30.14
30, 30.08
30, 30.12
30, 30.13
30, 30.14
30, 30.12
30, 30.04
30, 30.05
30, 30.12
30, 30.11
30, 30.11
30, 30.11
30, 30.11
30, 30.11
30, 30.12
30, 30.11
36, 36.02
36, 36.01
36, 36.01
36, 35.99
36, 36.0
36, 36.0
36, 36.01
36, 35.99
36, 36.02
36, 36.01
36, 36.0
36, 36.04
36, 36.03
36, 36.09
36, 36.12
36, 36.11
36, 36.06
36, 36.09
36, 36.03
36, 36.09
36, 36.05
36, 36.07
36, 36.06
36, 36.02
36, 35.91
36, 36.01
36, 36.0
36, 36.0
36, 36.01
36, 36.01
36, 36.01
36, 36.01
36, 36.0
36, 36.0
36, 35.96
36, 35.96
36, 36.0
36, 35.98
36, 35.99
36, 35.99
36, 35.99
36, 36.02
36, 36.02
36, 36.0
42, 41.89
42, 41.91
42, 41.9
42, 41.9
42, 41.88
42, 41.87
42, 41.88
42, 41.98
42, 41.98
42, 41.97
42, 41.98
42, 41.99
42, 41.99
42, 42.0
42, 42.02
42, 41.94
42, 41.99
42, 41.99
42, 41.99
42, 41.98
42, 41.98
42, 42.0
42, 41.86
42, 41.88
42, 41.86
42, 41.85
42, 41.85
42, 41.86
42, 41.87
42, 41.87
42, 41.88
42, 41.88
42, 41.87
42, 41.87
42, 41.87
42, 41.87
42, 41.87
42, 41.86
42, 41.86
42, 41.86
42, 41.87
48, 48.18
48, 48.19
48, 48.22
48, 48.22
48, 48.2
48, 48.15
48, 47.85
48, 48.17
48, 48.1
48, 48.17
48, 48.1
48, 48.17
48, 48.21
48, 48.13
48, 48.04
48, 48.09
48, 48.12
48, 48.12
48, 48.16
48, 48.18
48, 48.19
48, 47.7
48, 48.18
48, 48.1
48, 47.9
48, 48.12
48, 48.03
48, 48.2
48, 48.21
48, 48.15
48, 48.13
48, 48.13
48, 48.32
48, 48.16
48, 48.15
48, 48.1
48, 48.14
48, 48.15
48, 48.14
48, 48.15
48, 48.16
48, 48.14
48, 48.16
48, 48.17
48, 48.14
48, 48.07
48, 48.16
48, 48.14
48, 48.13
48, 48.14
48, 48.16
48, 48.21
54, 54.19
54, 54.2
54, 54.14
54, 54.13
54, 54.17
54, 54.16
54, 53.97
54, 54.15
54, 54.23
54, 53.94
54, 54.12
54, 54.26
54, 54.04
54, 54.08
54, 53.97
54, 53.97
54, 54.03
54, 54.01
54, 53.98
54, 53.98
54, 54.01
54, 53.93
54, 53.86
54, 53.92
54, 53.92
54, 54.02
54, 54.06
54, 54.03
54, 54.02
54, 54.08
54, 53.71
54, 54.16
54, 54.18
54, 54.19
54, 54.11
54, 54.24
54, 54.18
54, 54.23
54, 54.18
54, 54.06
54, 54.02
54, 53.74
54, 54.03
54, 54.04
54, 54.01
60, 59.44
60, 59.43
60, 59.31
60, 59.56
60, 59.53
60, 59.5
60, 59.48
60, 59.41
60, 59.42
60, 59.38
60, 59.41
60, 59.42
60, 59.43
60, 59.41
60, 59.4
60, 59.41
60, 59.4
60, 59.41
60, 59.23
60, 59.42
60, 59.3
60, 59.22
60, 59.36
60, 59.22
60, 59.4
60, 59.21
60, 59.21
60, 59.21
60, 59.2
60, 59.38
60, 59.36
60, 59.34
60, 59.33
60, 59.36
60, 59.19
60, 59.33
60, 59.17
66, 65.32
66, 65.28
66, 65.27
66, 65.27
66, 65.4
66, 65.33
66, 65.11
66, 65.28
66, 65.38
66, 65.13
66, 65.22
66, 65.24
66, 65.26
66, 65.27
66, 65.44
66, 65.28
66, 65.35
66, 65.52
66, 65.12
66, 65.38
66, 65.41
66, 65.41
66, 65.4
66, 65.41
66, 65.35
66, 65.41
66, 65.38
66, 65.34
66, 65.35
66, 65.33
66, 65.34
66, 65.39
66, 65.34
66, 65.35
66, 65.34
66, 65.35
66, 65.15
66, 65.33
66, 65.33
66, 65.43
66, 65.52
66, 65.45
66, 65.35
72, 70.8
72, 70.9
72, 71.1
72, 71.03
72, 71.1
72, 71.08
72, 71.14
72, 71.16
72, 71.15
72, 71.14
72, 71.1
72, 71.1
72, 71.0
72, 71.04
72, 71.02
72, 70.99
72, 70.98
72, 71.08
72, 70.83
72, 71.1
72, 71.21
72, 71.14
72, 71.22
72, 71.19
72, 71.24
72, 71.3
72, 71.27
72, 71.2
72, 71.17
72, 70.96
72, 71.09
72, 71.21
72, 71.27
72, 71.26
72, 71.29
72, 71.32
72, 71.28
72, 71.19
72, 71.05
72, 71.13
72, 71.17
72, 71.12
78, 76.63
78, 76.65
78, 76.65
78, 76.64
78, 76.64
78, 76.58
78, 76.59
78, 76.59
78, 76.59
78, 76.59
78, 76.59
78, 76.59
78, 76.6
78, 76.62
78, 76.6
78, 76.56
78, 76.56
78, 76.55
78, 76.53
78, 76.53
78, 76.51
78, 76.55
78, 76.54
78, 76.52
78, 76.48
78, 76.53
78, 76.54
78, 76.54
78, 76.77
78, 76.54
78, 76.53
78, 76.54
78, 76.52
78, 76.55
78, 76.54
78, 76.55
78, 76.52
78, 76.5
78, 76.5
78, 76.5
84, 82.51
84, 82.49
84, 82.5
84, 82.54
